case_id,witness_type,reliability_rating
20251030-3780,Victim,High
20251030-3781,Witness,Medium
20251030-3782,Victim,Low
20251030-3782,Expert,High
20251030-3782,Expert,Medium
20251030-3782,Witness,Medium
20251030-3783,Witness,Medium
20251030-3783,Expert,Low
20251030-3783,Witness,Medium
20251030-3787,Witness,High
20251030-3787,Victim,Low
20251030-3787,Expert,Medium
20251030-3787,Witness,Medium
20251030-3788,Expert,High
20251030-3788,Victim,Low
20251030-3788,Victim,Medium
20251030-3789,Expert,Medium
20251030-3789,Expert,Medium
20251030-3789,Witness,High
20251030-3792,Expert,Medium
20251030-3795,Witness,High
20251030-3796,Victim,High
20251030-3796,Victim,High
20251030-3797,Witness,Low
20251030-3799,Witness,High
20251030-3799,Victim,High
20251030-3800,Witness,High
20251030-3800,Witness,Medium
20251030-3802,Expert,Low
20251030-3803,Expert,Medium
20251030-3805,Expert,High
20251030-3808,Expert,Medium
20251030-3808,Expert,Medium
20251030-3810,Witness,High
20251030-3810,Victim,Low
20251030-3810,Expert,Low
20251030-3811,Victim,Low
20251030-3811,Victim,Low
20251030-3811,Witness,Low
20251030-3811,Victim,Low
20251030-3812,Victim,Low
20251030-3812,Expert,Medium
20251030-3812,Expert,Low
20251030-3813,Victim,Medium
20251030-3813,Witness,High
20251030-3815,Victim,Low
20251030-3815,Witness,Medium
20251030-3815,Victim,High
20251030-3815,Victim,Low
20251030-3816,Victim,High
20251030-3818,Victim,Medium
20251030-3819,Victim,Medium
20251030-3819,Victim,Low
20251030-3819,Witness,Medium
20251030-3819,Expert,Low
20251030-3824,Expert,Low
20251030-3825,Victim,Medium
20251030-3825,Expert,High
20251030-3825,Expert,Low
20251030-3826,Witness,Low
20251030-3827,Expert,Medium
20251030-3827,Witness,Low
20251030-3832,Expert,High
20251030-3832,Expert,Medium
20251030-3832,Victim,High
20251030-3832,Witness,Medium
20251030-3833,Witness,Medium
20251030-3834,Expert,Medium
20251030-3835,Expert,Low
20251030-3835,Victim,High
20251030-3835,Witness,Medium
20251030-3835,Witness,Medium
20251030-3836,Expert,High
20251030-3837,Witness,Medium
20251030-3837,Witness,Low
20251030-3839,Expert,Low
20251030-3839,Expert,Low
20251030-3839,Expert,Medium
20251030-3839,Witness,Medium
20251030-3840,Witness,Medium
20251030-3843,Expert,Medium
20251030-3843,Expert,Low
20251030-3845,Victim,Medium
20251030-3845,Witness,High
20251030-3845,Witness,High
20251030-3845,Expert,Medium
20251030-3846,Victim,Medium
20251030-3846,Expert,Medium
20251030-3846,Victim,High
20251030-3846,Victim,Medium
20251030-3848,Expert,High
20251030-3848,Expert,Low
20251030-3848,Victim,Medium
20251030-3848,Victim,Low
20251030-3849,Victim,Medium
20251030-3849,Expert,Medium
20251030-3851,Expert,High
20251030-3852,Victim,High
20251030-3852,Victim,High
20251030-3852,Witness,Medium
20251030-3852,Expert,Low
20251030-3854,Expert,Low
20251030-3854,Witness,Medium
20251030-3854,Witness,Low
20251030-3854,Expert,Low
20251030-3856,Witness,High
20251030-3856,Victim,Medium
20251030-3860,Victim,Low
20251030-3860,Witness,Low
20251030-3860,Victim,High
20251030-3860,Witness,High
20251030-3862,Expert,High
20251030-3862,Expert,Low
20251030-3862,Witness,Medium
20251030-3862,Witness,Low
20251030-3864,Expert,High
20251030-3864,Expert,High
20251030-3864,Expert,High
20251030-3864,Witness,Low
20251030-3866,Witness,High
20251030-3867,Witness,Medium
20251030-3870,Witness,Low
20251030-3870,Victim,Medium
20251030-3870,Expert,High
20251030-3870,Victim,Low
20251030-3871,Witness,High
20251030-3872,Witness,Low
20251030-3873,Victim,Medium
20251030-3873,Victim,Medium
20251030-3873,Expert,Medium
20251030-3877,Witness,High
20251030-3877,Victim,High
20251030-3877,Expert,Medium
20251030-3877,Witness,High
20251030-3880,Expert,Medium
20251030-3880,Expert,Medium
20251030-3880,Witness,Medium
20251030-3880,Victim,Medium
20251030-3881,Witness,Low
20251030-3881,Witness,Medium
20251030-3882,Expert,Low
20251030-3882,Witness,High
20251030-3882,Witness,Low
20251030-3883,Expert,Low
20251030-3884,Expert,Low
20251030-3884,Victim,Low
20251030-3884,Witness,Low
20251030-3894,Expert,High
20251030-3895,Expert,Medium
20251030-3895,Victim,Low
20251030-3895,Witness,High
20251030-3895,Expert,High
20251030-3896,Expert,Low
20251030-3896,Expert,Medium
20251030-3896,Victim,High
20251030-3896,Expert,Medium
20251030-3897,Victim,High
20251030-3897,Witness,Medium
20251030-3897,Victim,Low
20251030-3898,Expert,Low
20251030-3898,Victim,Low
20251030-3898,Expert,Medium
20251030-3898,Victim,Medium
20251030-3900,Expert,Low
20251030-3901,Witness,Medium
20251030-3901,Victim,Low
20251030-3901,Expert,High
20251030-3902,Expert,Medium
20251030-3902,Victim,Low
20251030-3904,Expert,Low
20251030-3906,Witness,High
20251030-3906,Victim,High
20251030-3906,Witness,Medium
20251030-3907,Witness,Low
20251030-3907,Witness,High
20251030-3907,Victim,Medium
20251030-3907,Expert,Medium
20251030-3908,Expert,Medium
20251030-3908,Expert,High
20251030-3909,Victim,Medium
20251030-3910,Victim,High
20251030-3910,Expert,Medium
20251030-3910,Witness,High
20251030-3912,Witness,Medium
20251030-3912,Witness,Low
20251030-3912,Expert,High
20251030-3912,Witness,High
20251030-3913,Victim,Medium
20251030-3913,Victim,Low
20251030-3915,Expert,High
20251030-3916,Witness,Medium
20251030-3916,Victim,High
20251030-3916,Witness,High
20251030-3916,Expert,Medium
20251030-3918,Witness,Medium
20251030-3918,Witness,Low
20251030-3920,Expert,Low
20251030-3921,Witness,High
20251030-3921,Victim,Low
20251030-3921,Expert,Medium
20251030-3922,Expert,Low
20251030-3922,Victim,Medium
20251030-3923,Victim,Low
20251030-3925,Witness,Medium
20251030-3926,Expert,High
20251030-3927,Witness,Medium
20251030-3929,Witness,High
20251030-3929,Victim,High
20251030-3929,Victim,Low
20251030-3930,Expert,High
20251030-3930,Victim,Medium
20251030-3930,Expert,Medium
20251030-3932,Victim,High
20251030-3935,Expert,Low
20251030-3936,Victim,Low
20251030-3936,Witness,High
20251030-3936,Witness,Low
20251030-3937,Expert,Low
20251030-3937,Witness,Medium
20251030-3937,Expert,Low
20251030-3938,Victim,High
20251030-3938,Expert,Low
20251030-3938,Expert,High
20251030-3938,Victim,Medium
20251030-3939,Witness,Low
20251030-3939,Expert,Medium
20251030-3939,Expert,High
20251030-3941,Expert,High
20251030-3942,Victim,Low
20251030-3942,Expert,Medium
20251030-3942,Witness,High
20251030-3943,Witness,Medium
20251030-3945,Witness,Low
20251030-3945,Witness,Low
20251030-3946,Expert,Medium
20251030-3946,Expert,Medium
20251030-3946,Witness,Low
20251030-3947,Expert,Medium
20251030-3948,Witness,Low
20251030-3948,Victim,High
20251030-3948,Witness,Low
20251030-3948,Witness,Low
20251030-3956,Expert,Medium
20251030-3956,Victim,High
20251030-3956,Witness,High
20251030-3959,Victim,Low
20251030-3959,Victim,Low
20251030-3959,Expert,Medium
20251030-3959,Victim,Low
20251030-3963,Victim,High
20251030-3963,Expert,High
20251030-3963,Witness,High
20251030-3967,Victim,Medium
20251030-3967,Witness,Low
20251030-3969,Victim,High
20251030-3973,Victim,Low
20251030-3975,Victim,High
20251030-3975,Witness,High
20251030-3977,Witness,Low
20251030-3979,Victim,Medium
20251030-3981,Witness,Low
20251030-3982,Expert,High
20251030-3982,Witness,Low
20251030-3982,Expert,Medium
20251030-3983,Victim,Low
20251030-3983,Expert,High
20251030-3985,Witness,Low
20251030-3986,Expert,Low
20251030-3986,Victim,Medium
20251030-3986,Expert,Low
20251030-3986,Expert,High
20251030-3989,Victim,Medium
20251030-3989,Expert,Low
20251030-3989,Victim,High
20251030-3989,Expert,Medium
20251030-3990,Victim,Medium
20251030-3990,Expert,Low
20251030-3990,Witness,Low
20251030-3990,Expert,Low
20251030-3991,Expert,Medium
20251030-3991,Witness,Low
20251030-3991,Witness,Medium
20251030-3991,Expert,Low
20251030-3992,Witness,Low
20251030-3992,Victim,High
20251030-3997,Expert,Low
20251030-3999,Witness,High
20251030-3999,Expert,Medium
20251030-3999,Expert,Medium
20251030-3999,Witness,Medium
20251030-4000,Victim,High
20251030-4000,Witness,Medium
20251030-4001,Witness,Low
20251030-4002,Witness,Low
20251030-4002,Witness,Low
20251030-4003,Expert,Medium
20251030-4003,Expert,Low
20251030-4003,Expert,High
20251030-4003,Victim,High
20251030-4004,Victim,Low
20251030-4005,Victim,High
20251030-4005,Witness,High
20251030-4005,Expert,Low
20251030-4007,Victim,High
20251030-4007,Witness,Medium
20251030-4007,Witness,Medium
20251030-4008,Victim,Medium
20251030-4008,Witness,Medium
20251030-4008,Victim,Low
20251030-4011,Victim,Low
20251030-4013,Expert,High
20251030-4013,Expert,Medium
20251030-4013,Expert,Low
20251030-4013,Witness,Medium
20251030-4015,Expert,High
20251030-4015,Victim,Low
20251030-4015,Victim,Low
20251030-4015,Victim,Medium
20251030-4016,Expert,Low
20251030-4016,Victim,Medium
20251030-4016,Expert,High
20251030-4016,Witness,Medium
20251030-4017,Expert,Low
20251030-4017,Victim,High
20251030-4018,Victim,Low
20251030-4018,Victim,High
20251030-4018,Victim,High
20251030-4021,Expert,High
20251030-4021,Victim,Medium
20251030-4021,Witness,High
20251030-4022,Witness,Low
20251030-4022,Witness,High
20251030-4022,Victim,Medium
20251030-4022,Victim,High
20251030-4023,Victim,Medium
20251030-4023,Expert,Medium
20251030-4023,Expert,Medium
20251030-4023,Victim,Medium
20251030-4025,Witness,High
20251030-4025,Victim,Medium
20251030-4027,Witness,Medium
20251030-4027,Victim,Low
20251030-4027,Witness,High
20251030-4029,Expert,Medium
20251030-4029,Victim,High
20251030-4029,Witness,Low
20251030-4029,Witness,Low
20251030-4031,Witness,Medium
20251030-4033,Witness,Low
20251030-4033,Witness,High
20251030-4034,Witness,Low
20251030-4034,Expert,Low
20251030-4034,Expert,Low
20251030-4034,Witness,Low
20251030-4035,Witness,Low
20251030-4036,Expert,Medium
20251030-4036,Expert,Low
20251030-4036,Witness,Low
20251030-4036,Victim,Medium
20251030-4037,Witness,Low
20251030-4037,Victim,Medium
20251030-4037,Victim,Low
20251030-4040,Expert,High
20251030-4040,Witness,High
20251030-4040,Expert,Low
20251030-4040,Victim,Medium
20251030-4042,Expert,Low
20251030-4042,Witness,Low
20251030-4042,Victim,High
20251030-4043,Expert,Low
20251030-4043,Expert,High
20251030-4043,Victim,Low
20251030-4044,Expert,High
20251030-4044,Victim,Low
20251030-4046,Witness,Medium
20251030-4046,Expert,Medium
20251030-4046,Witness,Low
20251030-4046,Witness,Medium
20251030-4047,Victim,Low
20251030-4051,Witness,High
20251030-4051,Victim,Low
20251030-4051,Witness,Low
20251030-4052,Expert,High
20251030-4055,Expert,Low
20251030-4055,Victim,High
20251030-4056,Expert,Medium
20251030-4056,Expert,Medium
20251030-4056,Expert,Low
20251030-4056,Expert,Medium
20251030-4058,Witness,High
20251030-4058,Expert,High
20251030-4058,Expert,Low
20251030-4058,Witness,Low
20251030-4059,Expert,Medium
20251030-4059,Witness,Medium
20251030-4059,Victim,Low
20251030-4059,Witness,Medium
20251030-4060,Witness,High
20251030-4061,Witness,Medium
20251030-4061,Victim,High
20251030-4064,Victim,High
20251030-4064,Expert,High
20251030-4064,Expert,Low
20251030-4066,Expert,High
20251030-4066,Expert,Medium
20251030-4067,Victim,High
20251030-4067,Victim,Medium
20251030-4067,Victim,High
20251030-4069,Victim,High
20251030-4071,Expert,High
20251030-4074,Victim,High
20251030-4074,Witness,Low
20251030-4074,Victim,Medium
20251030-4076,Victim,High
20251030-4076,Victim,Medium
20251030-4076,Witness,High
20251030-4076,Witness,Medium
20251030-4077,Expert,Low
20251030-4078,Victim,Low
20251030-4078,Expert,Low
20251030-4078,Witness,High
20251030-4079,Witness,Medium
20251030-4079,Expert,Low
20251030-4080,Witness,High
20251030-4080,Expert,High
20251030-4081,Expert,Medium
20251030-4081,Witness,High
20251030-4082,Expert,Medium
20251030-4082,Witness,Low
20251030-4082,Witness,Medium
20251030-4083,Expert,High
20251030-4084,Victim,Medium
20251030-4084,Witness,Low
20251030-4084,Witness,Medium
20251030-4084,Expert,High
20251030-4087,Expert,Low
20251030-4087,Witness,High
20251030-4087,Victim,High
20251030-4088,Witness,Medium
20251030-4090,Expert,Medium
20251030-4090,Victim,Low
20251030-4093,Victim,Medium
20251030-4093,Witness,High
20251030-4093,Expert,Low
20251030-4095,Victim,High
20251030-4095,Witness,Low
20251030-4096,Expert,High
20251030-4096,Expert,Low
20251030-4098,Victim,Low
20251030-4098,Expert,High
20251030-4098,Witness,Medium
20251030-4099,Witness,Low
20251030-4099,Expert,High
20251030-4099,Witness,High
20251030-4101,Expert,Medium
20251030-4101,Witness,Low
20251030-4102,Witness,Low
20251030-4102,Expert,High
20251030-4106,Victim,Low
20251030-4106,Witness,Low
20251030-4107,Witness,Low
20251030-4107,Expert,Medium
20251030-4109,Expert,Low
20251030-4109,Victim,Low
20251030-4115,Witness,Low
20251030-4116,Victim,Medium
20251030-4116,Victim,Medium
20251030-4116,Victim,High
20251030-4117,Victim,Low
20251030-4117,Expert,Medium
20251030-4119,Witness,Low
20251030-4119,Expert,Low
20251030-4119,Expert,Medium
20251030-4120,Witness,High
20251030-4124,Victim,Medium
20251030-4124,Expert,High
20251030-4126,Witness,Low
20251030-4126,Victim,High
20251030-4127,Witness,High
20251030-4127,Witness,High
20251030-4127,Witness,High
20251030-4130,Witness,Medium
20251030-4130,Expert,High
20251030-4130,Victim,Low
20251030-4130,Victim,Medium
20251030-4131,Victim,Medium
20251030-4131,Victim,Medium
20251030-4131,Expert,Low
20251030-4132,Expert,Low
20251030-4132,Expert,Low
20251030-4132,Witness,Medium
20251030-4134,Victim,Low
20251030-4134,Witness,Low
20251030-4134,Expert,Medium
20251030-4134,Victim,Low
20251030-4135,Witness,High
20251030-4137,Witness,High
20251030-4138,Expert,Medium
20251030-4138,Expert,High
20251030-4138,Victim,High
20251030-4138,Witness,Low
20251030-4139,Witness,Low
20251030-4139,Victim,Low
20251030-4139,Witness,Low
20251030-4140,Victim,Medium
20251030-4140,Victim,High
20251030-4141,Victim,Medium
20251030-4141,Witness,Medium
20251030-4141,Victim,Medium
20251030-4141,Expert,Medium
20251030-4142,Witness,High
20251030-4143,Witness,Medium
20251030-4147,Witness,Medium
20251030-4147,Victim,Low
20251030-4149,Victim,Low
20251030-4149,Victim,Low
20251030-4149,Witness,Low
20251030-4150,Victim,Low
20251030-4151,Expert,Low
20251030-4153,Expert,High
20251030-4153,Victim,Low
20251030-4154,Victim,Medium
20251030-4154,Witness,Medium
20251030-4154,Victim,Low
20251030-4156,Expert,Medium
20251030-4157,Expert,High
20251030-4157,Expert,Medium
20251030-4158,Victim,High
20251030-4158,Witness,Medium
20251030-4158,Witness,Low
20251030-4158,Victim,High
20251030-4160,Victim,Low
20251030-4161,Witness,Low
20251030-4162,Witness,Low
20251030-4162,Victim,Low
20251030-4163,Victim,Low
20251030-4163,Witness,Medium
20251030-4163,Expert,High
20251030-4165,Victim,Medium
20251030-4165,Victim,Low
20251030-4168,Expert,Medium
20251030-4169,Expert,High
20251030-4169,Victim,Medium
20251030-4169,Expert,Medium
20251030-4171,Expert,Low
20251030-4171,Expert,Medium
20251030-4171,Victim,Low
20251030-4171,Expert,Low
20251030-4172,Witness,Low
20251030-4172,Expert,High
20251030-4172,Victim,Medium
20251030-4177,Victim,Low
20251030-4177,Witness,Low
20251030-4178,Expert,Medium
20251030-4178,Witness,Medium
20251030-4178,Expert,Low
20251030-4178,Witness,High
20251030-4179,Victim,High
20251030-4179,Witness,Medium
20251030-4179,Victim,Low
20251030-4180,Witness,Medium
20251030-4180,Victim,Medium
20251030-4180,Victim,Medium
20251030-4183,Witness,High
20251030-4184,Witness,Low
20251030-4184,Witness,Low
20251030-4184,Victim,High
20251030-4185,Victim,Medium
20251030-4185,Witness,Medium
20251030-4186,Witness,Low
20251030-4186,Witness,Medium
20251030-4186,Witness,High
20251030-4189,Victim,Low
20251030-4189,Expert,High
20251030-4189,Expert,Low
20251030-4190,Victim,Low
20251030-4190,Expert,Medium
20251030-4191,Expert,High
20251030-4191,Victim,High
20251030-4195,Victim,High
20251030-4195,Witness,Medium
20251030-4197,Expert,Medium
20251030-4197,Expert,Medium
20251030-4197,Witness,High
20251030-4199,Witness,Low
20251030-4199,Victim,Medium
20251030-4199,Witness,Medium
20251030-4202,Victim,High
20251030-4202,Expert,High
20251030-4202,Witness,Medium
20251030-4206,Witness,High
20251030-4206,Expert,Medium
20251030-4206,Victim,Low
20251030-4208,Witness,Low
20251030-4209,Witness,High
20251030-4209,Witness,Medium
20251030-4209,Expert,High
20251030-4210,Witness,Low
20251030-4210,Expert,Medium
20251030-4210,Expert,High
20251030-4210,Victim,Medium
20251030-4213,Victim,Medium
20251030-4213,Expert,High
20251030-4214,Victim,Low
20251030-4218,Expert,Medium
20251030-4222,Witness,Medium
20251030-4222,Witness,Low
20251030-4222,Victim,Medium
20251030-4222,Expert,Medium
20251030-4226,Witness,Medium
20251030-4227,Victim,Medium
20251030-4227,Witness,High
20251030-4228,Victim,High
20251030-4231,Witness,High
20251030-4233,Witness,Medium
20251030-4234,Victim,High
20251030-4234,Expert,Low
20251030-4235,Victim,Low
20251030-4235,Victim,High
20251030-4235,Witness,High
20251030-4236,Witness,Medium
20251030-4237,Witness,Low
20251030-4237,Expert,Medium
20251030-4237,Victim,Medium
20251030-4237,Witness,High
20251030-4238,Victim,Medium
20251030-4238,Victim,Medium
20251030-4238,Expert,Low
20251030-4238,Witness,Medium
20251030-4239,Expert,Medium
20251030-4239,Witness,Medium
20251030-4239,Witness,Medium
20251030-4241,Witness,Low
20251030-4241,Witness,Low
20251030-4241,Expert,High
20251030-4241,Witness,High
20251030-4242,Witness,Low
20251030-4242,Victim,Medium
20251030-4244,Expert,Medium
20251030-4244,Expert,Medium
20251030-4244,Victim,Medium
20251030-4244,Victim,Medium
20251030-4245,Expert,High
20251030-4245,Victim,Low
20251030-4245,Victim,Low
20251030-4246,Expert,Medium
20251030-4246,Victim,Low
20251030-4246,Victim,Medium
20251030-4246,Expert,High
20251030-4248,Witness,High
20251030-4248,Victim,High
20251030-4248,Expert,Medium
20251030-4248,Witness,Low
20251030-4250,Victim,Low
20251030-4250,Witness,High
20251030-4250,Witness,Low
20251030-4254,Witness,High
20251030-4254,Witness,Medium
20251030-4255,Expert,High
20251030-4255,Victim,Low
20251030-4255,Victim,Medium
20251030-4257,Expert,Medium
20251030-4259,Witness,Low
20251030-4259,Victim,Low
20251030-4259,Witness,High
20251030-4259,Witness,High
20251030-4262,Victim,Medium
20251030-4262,Victim,High
20251030-4262,Witness,Medium
20251030-4262,Witness,Low
20251030-4268,Victim,High
20251030-4269,Witness,Medium
20251030-4269,Witness,High
20251030-4271,Victim,Low
20251030-4272,Victim,High
20251030-4272,Witness,Low
20251030-4274,Witness,Medium
20251030-4274,Witness,Low
20251030-4274,Expert,High
20251030-4274,Victim,High
20251030-4275,Witness,Medium
20251030-4277,Witness,High
20251030-4278,Victim,High
20251030-4278,Expert,Medium
20251030-4280,Expert,High
20251030-4280,Expert,Medium
20251030-4282,Expert,High
20251030-4282,Witness,Low
20251030-4282,Expert,Medium
20251030-4282,Victim,Low
20251030-4284,Witness,High
20251030-4284,Expert,High
20251030-4285,Victim,High
20251030-4285,Victim,High
20251030-4286,Expert,High
20251030-4286,Witness,High
20251030-4286,Victim,Low
20251030-4286,Expert,High
20251030-4289,Victim,High
20251030-4289,Expert,High
20251030-4289,Victim,Medium
20251030-4289,Expert,Medium
20251030-4290,Expert,High
20251030-4290,Witness,Medium
20251030-4290,Witness,Medium
20251030-4295,Expert,High
20251030-4295,Victim,Low
20251030-4295,Witness,Medium
20251030-4297,Expert,Low
20251030-4297,Victim,High
20251030-4297,Expert,Low
20251030-4299,Expert,High
20251030-4299,Expert,High
20251030-4301,Witness,High
20251030-4301,Witness,Medium
20251030-4301,Victim,High
20251030-4301,Expert,Medium
20251030-4302,Expert,Medium
20251030-4302,Witness,High
20251030-4302,Expert,Low
20251030-4302,Witness,Medium
20251030-4303,Witness,Low
20251030-4303,Expert,Medium
20251030-4303,Expert,High
20251030-4304,Victim,High
20251030-4306,Expert,Low
20251030-4306,Expert,Medium
20251030-4306,Witness,High
20251030-4308,Expert,Medium
20251030-4308,Expert,Low
20251030-4308,Expert,Low
20251030-4308,Witness,Low
20251030-4309,Witness,Medium
20251030-4309,Victim,Medium
20251030-4309,Expert,High
20251030-4309,Expert,High
20251030-4310,Witness,Low
20251030-4310,Witness,Medium
20251030-4310,Expert,High
20251030-4313,Victim,Medium
20251030-4313,Expert,High
20251030-4313,Victim,Medium
20251030-4313,Expert,High
20251030-4314,Witness,Medium
20251030-4314,Victim,Medium
20251030-4314,Witness,High
20251030-4314,Victim,Low
20251030-4315,Witness,High
20251030-4315,Expert,Low
20251030-4315,Victim,High
20251030-4317,Witness,Low
20251030-4319,Victim,High
20251030-4319,Victim,High
20251030-4319,Witness,High
20251030-4322,Victim,Medium
20251030-4322,Witness,Medium
20251030-4322,Witness,Medium
20251030-4322,Witness,Low
20251030-4325,Victim,Low
20251030-4325,Expert,High
20251030-4325,Expert,Medium
20251030-4327,Witness,Medium
20251030-4327,Witness,Medium
20251030-4327,Victim,Medium
20251030-4327,Expert,Low
20251030-4329,Victim,High
20251030-4329,Expert,Low
20251030-4329,Expert,Low
20251030-4329,Victim,High
20251030-4330,Victim,Low
20251030-4331,Witness,Medium
20251030-4331,Victim,Low
20251030-4332,Expert,Low
20251030-4332,Expert,Medium
20251030-4332,Witness,High
20251030-4333,Witness,Medium
20251030-4333,Victim,Low
20251030-4333,Expert,Low
20251030-4334,Witness,High
20251030-4334,Witness,Low
20251030-4334,Witness,Medium
20251030-4334,Witness,Low
20251030-4336,Witness,Medium
20251030-4336,Victim,Medium
20251030-4337,Witness,Medium
20251030-4342,Victim,High
20251030-4344,Witness,Medium
20251030-4344,Witness,Medium
20251030-4345,Expert,Medium
20251030-4345,Expert,Low
20251030-4346,Witness,Medium
20251030-4346,Victim,Medium
20251030-4346,Victim,High
20251030-4347,Expert,Low
20251030-4347,Expert,Medium
20251030-4347,Expert,High
20251030-4350,Expert,Medium
20251030-4350,Victim,Low
20251030-4350,Expert,Medium
20251030-4350,Witness,Low
20251030-4353,Expert,Medium
20251030-4353,Victim,Low
20251030-4354,Victim,Medium
20251030-4354,Witness,High
20251030-4354,Victim,Low
20251030-4355,Victim,Medium
20251030-4355,Expert,High
20251030-4355,Victim,Medium
20251030-4356,Witness,Medium
20251030-4356,Victim,Low
20251030-4356,Victim,Low
20251030-4357,Expert,High
20251030-4357,Expert,High
20251030-4358,Witness,Medium
20251030-4359,Victim,Medium
20251030-4360,Expert,High
20251030-4360,Witness,Low
20251030-4361,Witness,Medium
20251030-4361,Victim,High
20251030-4362,Victim,High
20251030-4362,Victim,Low
20251030-4362,Victim,Low
20251030-4362,Victim,Medium
20251030-4363,Victim,Medium
20251030-4363,Witness,High
20251030-4363,Victim,Medium
20251030-4363,Victim,Medium
20251030-4367,Expert,Medium
20251030-4368,Witness,Medium
20251030-4368,Victim,High
20251030-4369,Expert,Medium
20251030-4369,Victim,Low
20251030-4371,Witness,Medium
20251030-4371,Witness,High
20251030-4371,Witness,High
20251030-4371,Witness,Medium
20251030-4374,Victim,Medium
20251030-4375,Victim,Low
20251030-4375,Victim,Medium
20251030-4375,Witness,Low
20251030-4375,Expert,Low
20251030-4377,Victim,High
20251030-4377,Witness,Medium
20251030-4377,Victim,Low
20251030-4377,Expert,Medium
20251030-4378,Witness,High
20251030-4378,Victim,Medium
20251030-4381,Witness,Medium
20251030-4381,Witness,Medium
20251030-4382,Victim,Low
20251030-4382,Victim,High
20251030-4382,Victim,High
20251030-4384,Witness,High
20251030-4387,Expert,Low
20251030-4387,Expert,Medium
20251030-4389,Witness,High
20251030-4389,Expert,Low
20251030-4390,Expert,High
20251030-4391,Expert,High
20251030-4391,Expert,Low
20251030-4392,Expert,Medium
20251030-4397,Victim,High
20251030-4397,Witness,High
20251030-4397,Witness,Low
20251030-4397,Victim,High
20251030-4398,Expert,Medium
20251030-4402,Victim,Medium
20251030-4402,Victim,Medium
20251030-4402,Victim,High
20251030-4402,Witness,High
20251030-4403,Witness,Low
20251030-4403,Expert,Medium
20251030-4403,Expert,High
20251030-4408,Victim,High
20251030-4408,Victim,Medium
20251030-4412,Witness,Low
20251030-4413,Victim,Low
20251030-4413,Expert,High
20251030-4414,Expert,Low
20251030-4414,Expert,Medium
20251030-4414,Witness,High
20251030-4415,Victim,Low
20251030-4415,Victim,High
20251030-4415,Witness,Low
20251030-4415,Victim,Medium
20251030-4419,Witness,High
20251030-4419,Expert,Low
20251030-4419,Witness,Medium
20251030-4419,Expert,Low
20251030-4422,Witness,Medium
20251030-4422,Expert,High
20251030-4422,Victim,Medium
20251030-4422,Victim,Medium
20251030-4423,Witness,Low
20251030-4423,Witness,Medium
20251030-4423,Witness,Low
20251030-4423,Witness,Medium
20251030-4427,Witness,Low
20251030-4427,Witness,Medium
20251030-4427,Victim,Medium
20251030-4428,Victim,Low
20251030-4428,Witness,Medium
20251030-4428,Witness,Medium
20251030-4429,Victim,High
20251030-4429,Witness,High
20251030-4429,Witness,Low
20251030-4432,Witness,High
20251030-4432,Expert,High
20251030-4432,Victim,Medium
20251030-4432,Victim,High
20251030-4434,Victim,Medium
20251030-4436,Expert,Medium
20251030-4436,Victim,High
20251030-4437,Victim,High
20251030-4437,Expert,High
20251030-4437,Witness,Medium
20251030-4437,Expert,Low
20251030-4438,Witness,High
20251030-4438,Expert,High
20251030-4440,Victim,Medium
20251030-4440,Victim,Low
20251030-4440,Expert,High
20251030-4442,Expert,High
20251030-4443,Expert,Medium
20251030-4443,Witness,Medium
20251030-4443,Expert,High
20251030-4446,Witness,High
20251030-4446,Victim,Low
20251030-4448,Witness,Low
20251030-4448,Victim,Low
20251030-4448,Expert,High
20251030-4451,Expert,Low
20251030-4451,Victim,High
20251030-4451,Expert,High
20251030-4452,Witness,Low
20251030-4452,Witness,Medium
20251030-4452,Witness,Medium
20251030-4452,Victim,Medium
20251030-4454,Witness,Low
20251030-4454,Victim,Medium
20251030-4455,Victim,High
20251030-4455,Witness,Low
20251030-4457,Witness,High
20251030-4459,Victim,High
20251030-4459,Victim,High
20251030-4459,Victim,High
20251030-4459,Victim,Medium
20251030-4460,Expert,Medium
20251030-4460,Witness,Medium
20251030-4460,Witness,Medium
20251030-4461,Expert,Low
20251030-4461,Expert,Medium
20251030-4461,Witness,High
20251030-4461,Victim,Low
20251030-4463,Witness,High
20251030-4463,Witness,High
20251030-4463,Victim,Medium
20251030-4463,Victim,Medium
20251030-4468,Expert,Low
20251030-4468,Witness,Low
20251030-4468,Victim,Low
20251030-4469,Victim,Low
20251030-4473,Witness,High
20251030-4474,Expert,Medium
20251030-4475,Expert,High
20251030-4476,Witness,High
20251030-4476,Victim,Low
20251030-4476,Victim,Medium
20251030-4478,Expert,Low
20251030-4478,Witness,High
20251030-4478,Victim,Low
20251030-4478,Expert,Medium
20251030-4480,Expert,Medium
20251030-4480,Expert,High
20251030-4481,Witness,Medium
20251030-4481,Witness,Medium
20251030-4481,Expert,High
20251030-4482,Expert,Medium
20251030-4484,Witness,Low
20251030-4486,Witness,Low
20251030-4486,Witness,High
20251030-4486,Witness,Low
20251030-4487,Witness,Low
20251030-4487,Witness,High
20251030-4487,Victim,Low
20251030-4491,Expert,Low
20251030-4491,Witness,High
20251030-4495,Witness,High
20251030-4498,Expert,High
20251030-4498,Victim,Medium
20251030-4500,Witness,Low
20251030-4502,Expert,Medium
20251030-4502,Witness,High
20251030-4502,Victim,Low
20251030-4502,Expert,Low
20251030-4503,Expert,Low
