case_id,investigation_type,investigation_date,findings
20251030-3697,Evidence Collection,2023-05-24 20:14:28,Investigation findings for case 20251030-3697
20251030-3697,Initial,2023-05-03 20:14:28,Investigation findings for case 20251030-3697
20251030-3697,Follow-up,2023-05-24 20:14:28,Investigation findings for case 20251030-3697
20251030-3699,Follow-up,2023-05-07 19:19:10,Investigation findings for case 20251030-3699
20251030-3700,Interview,2024-06-30 18:23:39,Investigation findings for case 20251030-3700
20251030-3700,Initial,2024-07-08 18:23:39,Investigation findings for case 20251030-3700
20251030-3700,Initial,2024-07-19 18:23:39,Investigation findings for case 20251030-3700
20251030-3702,Interview,2024-05-05 15:27:15,Investigation findings for case 20251030-3702
20251030-3702,Evidence Collection,2024-04-22 15:27:15,Investigation findings for case 20251030-3702
20251030-3702,Interview,2024-04-25 15:27:15,Investigation findings for case 20251030-3702
20251030-3703,Initial,2023-03-02 21:32:41,Investigation findings for case 20251030-3703
20251030-3703,Initial,2023-03-07 21:32:41,Investigation findings for case 20251030-3703
20251030-3709,Follow-up,2024-01-29 12:15:22,Investigation findings for case 20251030-3709
20251030-3709,Evidence Collection,2024-01-31 12:15:22,Investigation findings for case 20251030-3709
20251030-3709,Follow-up,2024-01-15 12:15:22,Investigation findings for case 20251030-3709
20251030-3710,Follow-up,2024-08-12 12:16:54,Investigation findings for case 20251030-3710
20251030-3710,Evidence Collection,2024-08-01 12:16:54,Investigation findings for case 20251030-3710
20251030-3710,Initial,2024-08-05 12:16:54,Investigation findings for case 20251030-3710
20251030-3711,Follow-up,2024-01-27 20:39:12,Investigation findings for case 20251030-3711
20251030-3711,Follow-up,2024-01-17 20:39:12,Investigation findings for case 20251030-3711
20251030-3711,Follow-up,2024-01-19 20:39:12,Investigation findings for case 20251030-3711
20251030-3712,Interview,2023-10-11 21:43:26,Investigation findings for case 20251030-3712
20251030-3712,Evidence Collection,2023-10-19 21:43:26,Investigation findings for case 20251030-3712
20251030-3712,Follow-up,2023-10-18 21:43:26,Investigation findings for case 20251030-3712
20251030-3712,Interview,2023-10-09 21:43:26,Investigation findings for case 20251030-3712
20251030-3715,Initial,2024-01-07 17:11:54,Investigation findings for case 20251030-3715
20251030-3715,Evidence Collection,2024-01-09 17:11:54,Investigation findings for case 20251030-3715
20251030-3716,Interview,2024-06-18 18:00:24,Investigation findings for case 20251030-3716
20251030-3716,Follow-up,2024-05-24 18:00:24,Investigation findings for case 20251030-3716
20251030-3716,Follow-up,2024-06-13 18:00:24,Investigation findings for case 20251030-3716
20251030-3717,Follow-up,2024-10-11 22:19:04,Investigation findings for case 20251030-3717
20251030-3717,Initial,2024-09-26 22:19:04,Investigation findings for case 20251030-3717
20251030-3717,Interview,2024-10-11 22:19:04,Investigation findings for case 20251030-3717
20251030-3719,Initial,2023-03-22 07:07:20,Investigation findings for case 20251030-3719
20251030-3719,Evidence Collection,2023-02-26 07:07:20,Investigation findings for case 20251030-3719
20251030-3719,Follow-up,2023-03-04 07:07:20,Investigation findings for case 20251030-3719
20251030-3719,Evidence Collection,2023-03-10 07:07:20,Investigation findings for case 20251030-3719
20251030-3720,Follow-up,2024-05-19 17:48:20,Investigation findings for case 20251030-3720
20251030-3720,Initial,2024-05-17 17:48:20,Investigation findings for case 20251030-3720
20251030-3720,Evidence Collection,2024-05-07 17:48:20,Investigation findings for case 20251030-3720
20251030-3720,Evidence Collection,2024-05-19 17:48:20,Investigation findings for case 20251030-3720
20251030-3721,Evidence Collection,2024-05-08 20:21:02,Investigation findings for case 20251030-3721
20251030-3721,Initial,2024-05-10 20:21:02,Investigation findings for case 20251030-3721
20251030-3722,Evidence Collection,2024-06-23 21:06:34,Investigation findings for case 20251030-3722
20251030-3722,Initial,2024-07-10 21:06:34,Investigation findings for case 20251030-3722
20251030-3722,Interview,2024-06-13 21:06:34,Investigation findings for case 20251030-3722
20251030-3722,Follow-up,2024-07-07 21:06:34,Investigation findings for case 20251030-3722
20251030-3722,Evidence Collection,2024-06-15 21:06:34,Investigation findings for case 20251030-3722
20251030-3723,Evidence Collection,2024-11-24 12:05:10,Investigation findings for case 20251030-3723
20251030-3723,Evidence Collection,2024-12-04 12:05:10,Investigation findings for case 20251030-3723
20251030-3723,Initial,2024-11-21 12:05:10,Investigation findings for case 20251030-3723
20251030-3723,Initial,2024-11-25 12:05:10,Investigation findings for case 20251030-3723
20251030-3723,Interview,2024-11-30 12:05:10,Investigation findings for case 20251030-3723
20251030-3724,Interview,2025-01-12 19:37:55,Investigation findings for case 20251030-3724
20251030-3724,Evidence Collection,2025-01-04 19:37:55,Investigation findings for case 20251030-3724
20251030-3724,Follow-up,2025-01-18 19:37:55,Investigation findings for case 20251030-3724
20251030-3724,Evidence Collection,2025-01-16 19:37:55,Investigation findings for case 20251030-3724
20251030-3726,Evidence Collection,2024-12-14 21:17:29,Investigation findings for case 20251030-3726
20251030-3727,Initial,2023-03-12 03:18:12,Investigation findings for case 20251030-3727
20251030-3727,Follow-up,2023-03-10 03:18:12,Investigation findings for case 20251030-3727
20251030-3727,Evidence Collection,2023-03-11 03:18:12,Investigation findings for case 20251030-3727
20251030-3727,Initial,2023-03-26 03:18:12,Investigation findings for case 20251030-3727
20251030-3727,Evidence Collection,2023-03-07 03:18:12,Investigation findings for case 20251030-3727
20251030-3729,Initial,2024-05-16 12:20:06,Investigation findings for case 20251030-3729
20251030-3729,Follow-up,2024-05-14 12:20:06,Investigation findings for case 20251030-3729
20251030-3730,Evidence Collection,2024-08-22 09:52:28,Investigation findings for case 20251030-3730
20251030-3731,Initial,2023-09-22 17:15:14,Investigation findings for case 20251030-3731
20251030-3732,Interview,2024-02-10 11:09:07,Investigation findings for case 20251030-3732
20251030-3732,Follow-up,2024-02-10 11:09:07,Investigation findings for case 20251030-3732
20251030-3733,Evidence Collection,2025-01-14 15:38:06,Investigation findings for case 20251030-3733
20251030-3733,Initial,2025-01-15 15:38:06,Investigation findings for case 20251030-3733
20251030-3733,Evidence Collection,2025-01-10 15:38:06,Investigation findings for case 20251030-3733
20251030-3733,Follow-up,2025-01-20 15:38:06,Investigation findings for case 20251030-3733
20251030-3733,Follow-up,2025-01-22 15:38:06,Investigation findings for case 20251030-3733
20251030-3734,Follow-up,2024-06-04 19:23:05,Investigation findings for case 20251030-3734
20251030-3734,Evidence Collection,2024-06-15 19:23:05,Investigation findings for case 20251030-3734
20251030-3734,Interview,2024-05-31 19:23:05,Investigation findings for case 20251030-3734
20251030-3734,Initial,2024-05-25 19:23:05,Investigation findings for case 20251030-3734
20251030-3734,Interview,2024-06-12 19:23:05,Investigation findings for case 20251030-3734
20251030-3735,Follow-up,2023-07-24 19:58:50,Investigation findings for case 20251030-3735
20251030-3735,Evidence Collection,2023-07-23 19:58:50,Investigation findings for case 20251030-3735
20251030-3735,Initial,2023-06-30 19:58:50,Investigation findings for case 20251030-3735
20251030-3736,Interview,2023-01-23 16:31:56,Investigation findings for case 20251030-3736
20251030-3736,Evidence Collection,2023-02-02 16:31:56,Investigation findings for case 20251030-3736
20251030-3736,Interview,2023-01-08 16:31:56,Investigation findings for case 20251030-3736
20251030-3736,Evidence Collection,2023-01-17 16:31:56,Investigation findings for case 20251030-3736
20251030-3736,Follow-up,2023-01-06 16:31:56,Investigation findings for case 20251030-3736
20251030-3737,Initial,2023-12-02 21:00:48,Investigation findings for case 20251030-3737
20251030-3737,Follow-up,2023-12-05 21:00:48,Investigation findings for case 20251030-3737
20251030-3738,Initial,2025-01-07 17:39:48,Investigation findings for case 20251030-3738
20251030-3738,Interview,2025-01-02 17:39:48,Investigation findings for case 20251030-3738
20251030-3741,Follow-up,2024-09-13 19:53:08,Investigation findings for case 20251030-3741
20251030-3741,Initial,2024-09-18 19:53:08,Investigation findings for case 20251030-3741
20251030-3741,Interview,2024-08-28 19:53:08,Investigation findings for case 20251030-3741
20251030-3741,Follow-up,2024-09-09 19:53:08,Investigation findings for case 20251030-3741
20251030-3741,Evidence Collection,2024-09-04 19:53:08,Investigation findings for case 20251030-3741
20251030-3744,Evidence Collection,2024-05-03 04:43:46,Investigation findings for case 20251030-3744
20251030-3744,Follow-up,2024-04-11 04:43:46,Investigation findings for case 20251030-3744
20251030-3745,Evidence Collection,2024-12-28 11:26:39,Investigation findings for case 20251030-3745
20251030-3745,Follow-up,2025-01-13 11:26:39,Investigation findings for case 20251030-3745
20251030-3745,Interview,2025-01-12 11:26:39,Investigation findings for case 20251030-3745
20251030-3745,Evidence Collection,2025-01-12 11:26:39,Investigation findings for case 20251030-3745
20251030-3745,Evidence Collection,2025-01-03 11:26:39,Investigation findings for case 20251030-3745
20251030-3746,Initial,2024-06-12 07:13:49,Investigation findings for case 20251030-3746
20251030-3746,Evidence Collection,2024-06-20 07:13:49,Investigation findings for case 20251030-3746
20251030-3746,Follow-up,2024-05-29 07:13:49,Investigation findings for case 20251030-3746
20251030-3746,Follow-up,2024-06-05 07:13:49,Investigation findings for case 20251030-3746
20251030-3749,Initial,2023-01-22 20:33:08,Investigation findings for case 20251030-3749
20251030-3749,Initial,2023-02-06 20:33:08,Investigation findings for case 20251030-3749
20251030-3749,Interview,2023-02-02 20:33:08,Investigation findings for case 20251030-3749
20251030-3749,Follow-up,2023-02-04 20:33:08,Investigation findings for case 20251030-3749
20251030-3749,Follow-up,2023-02-05 20:33:08,Investigation findings for case 20251030-3749
20251030-3750,Follow-up,2024-06-10 20:42:56,Investigation findings for case 20251030-3750
20251030-3750,Evidence Collection,2024-06-24 20:42:56,Investigation findings for case 20251030-3750
20251030-3750,Interview,2024-06-18 20:42:56,Investigation findings for case 20251030-3750
20251030-3751,Evidence Collection,2024-05-03 15:53:56,Investigation findings for case 20251030-3751
20251030-3751,Follow-up,2024-05-02 15:53:56,Investigation findings for case 20251030-3751
20251030-3751,Evidence Collection,2024-04-30 15:53:56,Investigation findings for case 20251030-3751
20251030-3756,Follow-up,2023-10-25 20:29:35,Investigation findings for case 20251030-3756
20251030-3756,Follow-up,2023-11-01 20:29:35,Investigation findings for case 20251030-3756
20251030-3756,Initial,2023-11-22 20:29:35,Investigation findings for case 20251030-3756
20251030-3757,Follow-up,2024-02-16 22:55:34,Investigation findings for case 20251030-3757
20251030-3757,Initial,2024-02-03 22:55:34,Investigation findings for case 20251030-3757
20251030-3758,Interview,2023-10-22 21:11:21,Investigation findings for case 20251030-3758
20251030-3758,Interview,2023-10-19 21:11:21,Investigation findings for case 20251030-3758
20251030-3758,Evidence Collection,2023-10-19 21:11:21,Investigation findings for case 20251030-3758
20251030-3759,Evidence Collection,2024-03-09 15:19:04,Investigation findings for case 20251030-3759
20251030-3759,Evidence Collection,2024-03-24 15:19:04,Investigation findings for case 20251030-3759
20251030-3761,Evidence Collection,2023-06-04 17:15:35,Investigation findings for case 20251030-3761
20251030-3761,Follow-up,2023-06-03 17:15:35,Investigation findings for case 20251030-3761
20251030-3761,Follow-up,2023-06-11 17:15:35,Investigation findings for case 20251030-3761
20251030-3761,Follow-up,2023-06-11 17:15:35,Investigation findings for case 20251030-3761
20251030-3763,Interview,2024-06-09 20:52:12,Investigation findings for case 20251030-3763
20251030-3763,Evidence Collection,2024-06-14 20:52:12,Investigation findings for case 20251030-3763
20251030-3763,Initial,2024-06-12 20:52:12,Investigation findings for case 20251030-3763
20251030-3763,Evidence Collection,2024-05-23 20:52:12,Investigation findings for case 20251030-3763
20251030-3763,Follow-up,2024-05-26 20:52:12,Investigation findings for case 20251030-3763
20251030-3764,Evidence Collection,2024-12-05 08:03:29,Investigation findings for case 20251030-3764
20251030-3764,Interview,2024-11-19 08:03:29,Investigation findings for case 20251030-3764
20251030-3764,Interview,2024-11-28 08:03:29,Investigation findings for case 20251030-3764
20251030-3764,Initial,2024-11-29 08:03:29,Investigation findings for case 20251030-3764
20251030-3765,Follow-up,2023-06-22 23:14:11,Investigation findings for case 20251030-3765
20251030-3765,Follow-up,2023-06-22 23:14:11,Investigation findings for case 20251030-3765
20251030-3767,Evidence Collection,2024-08-19 19:50:49,Investigation findings for case 20251030-3767
20251030-3767,Follow-up,2024-08-09 19:50:49,Investigation findings for case 20251030-3767
20251030-3767,Interview,2024-08-12 19:50:49,Investigation findings for case 20251030-3767
20251030-3768,Interview,2023-02-15 12:06:18,Investigation findings for case 20251030-3768
20251030-3768,Follow-up,2023-02-03 12:06:18,Investigation findings for case 20251030-3768
20251030-3769,Follow-up,2024-03-23 12:20:47,Investigation findings for case 20251030-3769
20251030-3771,Initial,2023-02-22 19:41:20,Investigation findings for case 20251030-3771
20251030-3771,Evidence Collection,2023-02-02 19:41:20,Investigation findings for case 20251030-3771
20251030-3776,Interview,2023-07-17 18:57:14,Investigation findings for case 20251030-3776
20251030-3776,Interview,2023-07-25 18:57:14,Investigation findings for case 20251030-3776
20251030-3778,Evidence Collection,2024-04-02 12:53:15,Investigation findings for case 20251030-3778
20251030-3778,Initial,2024-03-23 12:53:15,Investigation findings for case 20251030-3778
20251030-3778,Follow-up,2024-04-01 12:53:15,Investigation findings for case 20251030-3778
20251030-3778,Interview,2024-04-03 12:53:15,Investigation findings for case 20251030-3778
20251030-3778,Interview,2024-03-19 12:53:15,Investigation findings for case 20251030-3778
20251030-3779,Interview,2023-06-11 23:36:12,Investigation findings for case 20251030-3779
20251030-3779,Interview,2023-06-30 23:36:12,Investigation findings for case 20251030-3779
20251030-3779,Interview,2023-06-09 23:36:12,Investigation findings for case 20251030-3779
20251030-3779,Evidence Collection,2023-06-03 23:36:12,Investigation findings for case 20251030-3779
20251030-3779,Interview,2023-06-08 23:36:12,Investigation findings for case 20251030-3779
20251030-3780,Follow-up,2023-02-14 22:02:27,Investigation findings for case 20251030-3780
20251030-3780,Follow-up,2023-01-28 22:02:27,Investigation findings for case 20251030-3780
20251030-3780,Interview,2023-02-22 22:02:27,Investigation findings for case 20251030-3780
20251030-3780,Evidence Collection,2023-02-06 22:02:27,Investigation findings for case 20251030-3780
20251030-3780,Interview,2023-02-11 22:02:27,Investigation findings for case 20251030-3780
20251030-3781,Evidence Collection,2023-07-16 19:16:20,Investigation findings for case 20251030-3781
20251030-3781,Interview,2023-07-17 19:16:20,Investigation findings for case 20251030-3781
20251030-3781,Interview,2023-07-10 19:16:20,Investigation findings for case 20251030-3781
20251030-3781,Follow-up,2023-06-23 19:16:20,Investigation findings for case 20251030-3781
20251030-3782,Follow-up,2023-10-10 14:35:19,Investigation findings for case 20251030-3782
20251030-3782,Interview,2023-10-30 14:35:19,Investigation findings for case 20251030-3782
20251030-3782,Initial,2023-10-21 14:35:19,Investigation findings for case 20251030-3782
20251030-3782,Interview,2023-10-08 14:35:19,Investigation findings for case 20251030-3782
20251030-3785,Interview,2023-03-28 20:36:20,Investigation findings for case 20251030-3785
20251030-3785,Evidence Collection,2023-03-22 20:36:20,Investigation findings for case 20251030-3785
20251030-3787,Follow-up,2023-04-08 06:17:52,Investigation findings for case 20251030-3787
20251030-3787,Interview,2023-04-06 06:17:52,Investigation findings for case 20251030-3787
20251030-3789,Initial,2023-11-27 14:20:22,Investigation findings for case 20251030-3789
20251030-3789,Evidence Collection,2023-11-10 14:20:22,Investigation findings for case 20251030-3789
20251030-3790,Follow-up,2023-09-01 00:57:17,Investigation findings for case 20251030-3790
20251030-3790,Evidence Collection,2023-08-29 00:57:17,Investigation findings for case 20251030-3790
20251030-3790,Interview,2023-08-28 00:57:17,Investigation findings for case 20251030-3790
20251030-3790,Initial,2023-09-07 00:57:17,Investigation findings for case 20251030-3790
20251030-3791,Initial,2024-10-23 21:05:29,Investigation findings for case 20251030-3791
20251030-3791,Evidence Collection,2024-10-22 21:05:29,Investigation findings for case 20251030-3791
20251030-3792,Follow-up,2023-02-07 22:12:54,Investigation findings for case 20251030-3792
20251030-3792,Initial,2023-03-08 22:12:54,Investigation findings for case 20251030-3792
20251030-3792,Initial,2023-02-17 22:12:54,Investigation findings for case 20251030-3792
20251030-3792,Follow-up,2023-02-27 22:12:54,Investigation findings for case 20251030-3792
20251030-3794,Interview,2023-04-01 13:38:17,Investigation findings for case 20251030-3794
20251030-3794,Interview,2023-04-01 13:38:17,Investigation findings for case 20251030-3794
20251030-3794,Interview,2023-04-24 13:38:17,Investigation findings for case 20251030-3794
20251030-3794,Initial,2023-04-10 13:38:17,Investigation findings for case 20251030-3794
20251030-3794,Interview,2023-04-02 13:38:17,Investigation findings for case 20251030-3794
20251030-3795,Interview,2023-08-19 07:04:07,Investigation findings for case 20251030-3795
20251030-3795,Evidence Collection,2023-08-12 07:04:07,Investigation findings for case 20251030-3795
20251030-3795,Initial,2023-08-15 07:04:07,Investigation findings for case 20251030-3795
20251030-3795,Interview,2023-07-30 07:04:07,Investigation findings for case 20251030-3795
20251030-3795,Interview,2023-08-11 07:04:07,Investigation findings for case 20251030-3795
20251030-3798,Evidence Collection,2023-08-26 04:03:41,Investigation findings for case 20251030-3798
20251030-3798,Evidence Collection,2023-08-24 04:03:41,Investigation findings for case 20251030-3798
20251030-3798,Interview,2023-08-26 04:03:41,Investigation findings for case 20251030-3798
20251030-3798,Interview,2023-09-01 04:03:41,Investigation findings for case 20251030-3798
20251030-3800,Initial,2024-11-21 15:40:05,Investigation findings for case 20251030-3800
20251030-3800,Interview,2024-11-03 15:40:05,Investigation findings for case 20251030-3800
20251030-3800,Interview,2024-11-23 15:40:05,Investigation findings for case 20251030-3800
20251030-3800,Follow-up,2024-11-22 15:40:05,Investigation findings for case 20251030-3800
20251030-3800,Follow-up,2024-10-26 15:40:05,Investigation findings for case 20251030-3800
20251030-3801,Evidence Collection,2023-10-23 21:50:24,Investigation findings for case 20251030-3801
20251030-3801,Interview,2023-10-26 21:50:24,Investigation findings for case 20251030-3801
20251030-3801,Interview,2023-10-17 21:50:24,Investigation findings for case 20251030-3801
20251030-3801,Interview,2023-10-15 21:50:24,Investigation findings for case 20251030-3801
20251030-3801,Evidence Collection,2023-10-24 21:50:24,Investigation findings for case 20251030-3801
20251030-3802,Evidence Collection,2023-04-03 08:47:34,Investigation findings for case 20251030-3802
20251030-3802,Follow-up,2023-04-10 08:47:34,Investigation findings for case 20251030-3802
20251030-3802,Evidence Collection,2023-03-18 08:47:34,Investigation findings for case 20251030-3802
20251030-3802,Initial,2023-04-09 08:47:34,Investigation findings for case 20251030-3802
20251030-3802,Initial,2023-04-01 08:47:34,Investigation findings for case 20251030-3802
20251030-3803,Interview,2023-05-02 07:19:19,Investigation findings for case 20251030-3803
20251030-3803,Evidence Collection,2023-04-30 07:19:19,Investigation findings for case 20251030-3803
20251030-3803,Follow-up,2023-04-19 07:19:19,Investigation findings for case 20251030-3803
20251030-3803,Initial,2023-04-08 07:19:19,Investigation findings for case 20251030-3803
20251030-3803,Evidence Collection,2023-05-01 07:19:19,Investigation findings for case 20251030-3803
20251030-3805,Initial,2023-02-17 15:42:01,Investigation findings for case 20251030-3805
20251030-3805,Follow-up,2023-02-21 15:42:01,Investigation findings for case 20251030-3805
20251030-3805,Evidence Collection,2023-02-08 15:42:01,Investigation findings for case 20251030-3805
20251030-3805,Follow-up,2023-02-02 15:42:01,Investigation findings for case 20251030-3805
20251030-3807,Interview,2023-11-29 08:07:51,Investigation findings for case 20251030-3807
20251030-3807,Follow-up,2023-12-07 08:07:51,Investigation findings for case 20251030-3807
20251030-3807,Interview,2023-12-15 08:07:51,Investigation findings for case 20251030-3807
20251030-3808,Interview,2024-07-22 08:02:29,Investigation findings for case 20251030-3808
20251030-3808,Evidence Collection,2024-07-09 08:02:29,Investigation findings for case 20251030-3808
20251030-3808,Evidence Collection,2024-07-22 08:02:29,Investigation findings for case 20251030-3808
20251030-3808,Initial,2024-07-22 08:02:29,Investigation findings for case 20251030-3808
20251030-3809,Evidence Collection,2023-12-25 04:21:20,Investigation findings for case 20251030-3809
20251030-3812,Follow-up,2024-11-09 15:26:56,Investigation findings for case 20251030-3812
20251030-3814,Interview,2024-01-22 22:20:00,Investigation findings for case 20251030-3814
20251030-3814,Interview,2024-01-18 22:20:00,Investigation findings for case 20251030-3814
20251030-3814,Initial,2024-01-16 22:20:00,Investigation findings for case 20251030-3814
20251030-3814,Evidence Collection,2024-01-18 22:20:00,Investigation findings for case 20251030-3814
20251030-3816,Initial,2023-08-08 18:24:35,Investigation findings for case 20251030-3816
20251030-3816,Initial,2023-08-13 18:24:35,Investigation findings for case 20251030-3816
20251030-3816,Follow-up,2023-08-14 18:24:35,Investigation findings for case 20251030-3816
20251030-3816,Follow-up,2023-08-16 18:24:35,Investigation findings for case 20251030-3816
20251030-3817,Follow-up,2023-07-29 20:34:36,Investigation findings for case 20251030-3817
20251030-3817,Initial,2023-07-25 20:34:36,Investigation findings for case 20251030-3817
20251030-3817,Evidence Collection,2023-08-07 20:34:36,Investigation findings for case 20251030-3817
20251030-3817,Initial,2023-08-16 20:34:36,Investigation findings for case 20251030-3817
20251030-3818,Interview,2025-01-01 04:32:30,Investigation findings for case 20251030-3818
20251030-3818,Evidence Collection,2025-01-19 04:32:30,Investigation findings for case 20251030-3818
20251030-3818,Interview,2024-12-31 04:32:30,Investigation findings for case 20251030-3818
20251030-3818,Initial,2025-01-08 04:32:30,Investigation findings for case 20251030-3818
20251030-3819,Follow-up,2023-10-03 22:14:32,Investigation findings for case 20251030-3819
20251030-3820,Initial,2023-02-27 05:14:52,Investigation findings for case 20251030-3820
20251030-3820,Follow-up,2023-03-13 05:14:52,Investigation findings for case 20251030-3820
20251030-3820,Initial,2023-03-15 05:14:52,Investigation findings for case 20251030-3820
20251030-3820,Initial,2023-03-26 05:14:52,Investigation findings for case 20251030-3820
20251030-3820,Follow-up,2023-03-19 05:14:52,Investigation findings for case 20251030-3820
20251030-3822,Evidence Collection,2023-05-26 08:55:59,Investigation findings for case 20251030-3822
20251030-3823,Follow-up,2024-06-14 22:41:26,Investigation findings for case 20251030-3823
20251030-3825,Initial,2023-10-12 07:24:47,Investigation findings for case 20251030-3825
20251030-3825,Interview,2023-10-20 07:24:47,Investigation findings for case 20251030-3825
20251030-3825,Interview,2023-10-03 07:24:47,Investigation findings for case 20251030-3825
20251030-3825,Follow-up,2023-10-03 07:24:47,Investigation findings for case 20251030-3825
20251030-3827,Follow-up,2023-10-25 10:51:54,Investigation findings for case 20251030-3827
20251030-3827,Interview,2023-10-28 10:51:54,Investigation findings for case 20251030-3827
20251030-3827,Follow-up,2023-10-10 10:51:54,Investigation findings for case 20251030-3827
20251030-3827,Follow-up,2023-11-06 10:51:54,Investigation findings for case 20251030-3827
20251030-3829,Initial,2023-05-09 20:41:41,Investigation findings for case 20251030-3829
20251030-3829,Initial,2023-05-05 20:41:41,Investigation findings for case 20251030-3829
20251030-3829,Follow-up,2023-05-16 20:41:41,Investigation findings for case 20251030-3829
20251030-3832,Follow-up,2024-05-14 10:01:39,Investigation findings for case 20251030-3832
20251030-3832,Initial,2024-06-03 10:01:39,Investigation findings for case 20251030-3832
20251030-3832,Evidence Collection,2024-06-03 10:01:39,Investigation findings for case 20251030-3832
20251030-3832,Initial,2024-05-17 10:01:39,Investigation findings for case 20251030-3832
20251030-3832,Interview,2024-05-19 10:01:39,Investigation findings for case 20251030-3832
20251030-3835,Interview,2024-10-13 19:50:47,Investigation findings for case 20251030-3835
20251030-3835,Interview,2024-10-15 19:50:47,Investigation findings for case 20251030-3835
20251030-3835,Initial,2024-10-14 19:50:47,Investigation findings for case 20251030-3835
20251030-3835,Evidence Collection,2024-10-12 19:50:47,Investigation findings for case 20251030-3835
20251030-3837,Initial,2024-09-04 06:45:16,Investigation findings for case 20251030-3837
20251030-3837,Interview,2024-08-20 06:45:16,Investigation findings for case 20251030-3837
20251030-3838,Evidence Collection,2024-05-13 04:22:02,Investigation findings for case 20251030-3838
20251030-3838,Evidence Collection,2024-05-12 04:22:02,Investigation findings for case 20251030-3838
20251030-3838,Evidence Collection,2024-05-11 04:22:02,Investigation findings for case 20251030-3838
20251030-3840,Interview,2023-04-21 09:34:16,Investigation findings for case 20251030-3840
20251030-3840,Follow-up,2023-05-09 09:34:16,Investigation findings for case 20251030-3840
20251030-3842,Evidence Collection,2023-07-06 07:23:20,Investigation findings for case 20251030-3842
20251030-3844,Follow-up,2024-04-09 20:36:25,Investigation findings for case 20251030-3844
20251030-3844,Initial,2024-03-21 20:36:25,Investigation findings for case 20251030-3844
20251030-3844,Follow-up,2024-03-20 20:36:25,Investigation findings for case 20251030-3844
20251030-3845,Initial,2024-08-07 15:58:22,Investigation findings for case 20251030-3845
20251030-3845,Interview,2024-08-12 15:58:22,Investigation findings for case 20251030-3845
20251030-3845,Interview,2024-08-07 15:58:22,Investigation findings for case 20251030-3845
20251030-3845,Initial,2024-08-09 15:58:22,Investigation findings for case 20251030-3845
20251030-3845,Interview,2024-08-06 15:58:22,Investigation findings for case 20251030-3845
20251030-3847,Evidence Collection,2024-08-02 19:25:45,Investigation findings for case 20251030-3847
20251030-3849,Evidence Collection,2023-04-06 07:23:39,Investigation findings for case 20251030-3849
20251030-3850,Initial,2024-01-01 11:49:58,Investigation findings for case 20251030-3850
20251030-3850,Follow-up,2024-01-09 11:49:58,Investigation findings for case 20251030-3850
20251030-3850,Evidence Collection,2024-01-18 11:49:58,Investigation findings for case 20251030-3850
20251030-3850,Follow-up,2024-01-12 11:49:58,Investigation findings for case 20251030-3850
20251030-3851,Evidence Collection,2024-08-10 15:26:45,Investigation findings for case 20251030-3851
20251030-3851,Interview,2024-07-15 15:26:45,Investigation findings for case 20251030-3851
20251030-3851,Evidence Collection,2024-07-31 15:26:45,Investigation findings for case 20251030-3851
20251030-3851,Initial,2024-07-17 15:26:45,Investigation findings for case 20251030-3851
20251030-3853,Follow-up,2024-02-28 11:25:59,Investigation findings for case 20251030-3853
20251030-3853,Interview,2024-03-04 11:25:59,Investigation findings for case 20251030-3853
20251030-3853,Interview,2024-03-01 11:25:59,Investigation findings for case 20251030-3853
20251030-3854,Initial,2024-01-02 17:17:23,Investigation findings for case 20251030-3854
20251030-3854,Initial,2024-01-14 17:17:23,Investigation findings for case 20251030-3854
20251030-3854,Interview,2024-01-06 17:17:23,Investigation findings for case 20251030-3854
20251030-3854,Initial,2024-01-22 17:17:23,Investigation findings for case 20251030-3854
20251030-3854,Initial,2024-01-24 17:17:23,Investigation findings for case 20251030-3854
20251030-3855,Initial,2023-09-21 17:57:40,Investigation findings for case 20251030-3855
20251030-3855,Follow-up,2023-10-10 17:57:40,Investigation findings for case 20251030-3855
20251030-3856,Evidence Collection,2023-03-27 13:37:17,Investigation findings for case 20251030-3856
20251030-3856,Follow-up,2023-04-12 13:37:17,Investigation findings for case 20251030-3856
20251030-3858,Evidence Collection,2023-11-16 11:43:58,Investigation findings for case 20251030-3858
20251030-3858,Initial,2023-11-12 11:43:58,Investigation findings for case 20251030-3858
20251030-3858,Interview,2023-10-29 11:43:58,Investigation findings for case 20251030-3858
20251030-3858,Initial,2023-10-28 11:43:58,Investigation findings for case 20251030-3858
20251030-3861,Initial,2024-04-23 15:35:47,Investigation findings for case 20251030-3861
20251030-3861,Evidence Collection,2024-04-24 15:35:47,Investigation findings for case 20251030-3861
20251030-3864,Interview,2023-03-11 20:20:48,Investigation findings for case 20251030-3864
20251030-3864,Evidence Collection,2023-03-02 20:20:48,Investigation findings for case 20251030-3864
20251030-3864,Evidence Collection,2023-02-19 20:20:48,Investigation findings for case 20251030-3864
20251030-3864,Evidence Collection,2023-03-14 20:20:48,Investigation findings for case 20251030-3864
20251030-3865,Initial,2023-11-01 22:15:03,Investigation findings for case 20251030-3865
20251030-3865,Interview,2023-11-10 22:15:03,Investigation findings for case 20251030-3865
20251030-3865,Interview,2023-10-31 22:15:03,Investigation findings for case 20251030-3865
20251030-3867,Evidence Collection,2024-11-28 16:02:20,Investigation findings for case 20251030-3867
20251030-3867,Initial,2024-11-20 16:02:20,Investigation findings for case 20251030-3867
