case_id,evidence_type,collection_date,status
20251030-3985,Photographic,2024-07-21 07:25:17,Analyzed
20251030-3986,Physical,2024-10-06 18:32:47,Analyzed
20251030-3986,Physical,2024-10-06 18:32:47,Collected
20251030-3986,Document,2024-10-12 18:32:47,Collected
20251030-3986,Photographic,2024-10-13 18:32:47,Collected
20251030-3989,Digital,2024-12-18 07:16:10,Analyzed
20251030-3989,Physical,2024-12-19 07:16:10,Analyzed
20251030-3989,Physical,2024-12-21 07:16:10,Collected
20251030-3989,Physical,2024-12-15 07:16:10,In Analysis
20251030-3990,Physical,2023-06-13 04:44:06,Collected
20251030-3991,Document,2023-06-28 08:57:38,Collected
20251030-3991,Digital,2023-06-29 08:57:38,Collected
20251030-3992,Digital,2024-06-05 12:05:55,In Analysis
20251030-3992,Physical,2024-06-05 12:05:55,Analyzed
20251030-3992,Physical,2024-06-03 12:05:55,Collected
20251030-3993,Digital,2024-02-23 08:28:43,Analyzed
20251030-3995,Document,2023-05-05 20:20:10,In Analysis
20251030-3996,Digital,2023-11-13 07:56:43,Collected
20251030-3998,Digital,2024-12-05 18:10:17,Analyzed
20251030-3998,Photographic,2024-12-04 18:10:17,In Analysis
20251030-3998,Physical,2024-12-07 18:10:17,Analyzed
20251030-3999,Photographic,2023-09-30 19:53:52,Collected
20251030-3999,Physical,2023-10-04 19:53:52,Analyzed
20251030-4000,Document,2023-11-19 04:26:19,Analyzed
20251030-4000,Photographic,2023-11-24 04:26:19,Analyzed
20251030-4000,Physical,2023-11-28 04:26:19,In Analysis
20251030-4004,Digital,2023-09-30 21:35:38,Collected
20251030-4004,Digital,2023-09-28 21:35:38,Collected
20251030-4004,Physical,2023-09-23 21:35:38,Collected
20251030-4005,Photographic,2023-06-12 16:11:07,In Analysis
20251030-4005,Physical,2023-06-14 16:11:07,Analyzed
20251030-4005,Photographic,2023-06-06 16:11:07,Analyzed
20251030-4007,Document,2024-09-07 21:44:06,In Analysis
20251030-4007,Document,2024-09-07 21:44:06,Analyzed
20251030-4008,Digital,2024-04-19 11:07:53,Collected
20251030-4009,Document,2023-07-16 18:25:36,In Analysis
20251030-4010,Digital,2023-06-02 21:11:14,In Analysis
20251030-4010,Photographic,2023-06-04 21:11:14,In Analysis
20251030-4013,Document,2024-09-19 19:09:15,Analyzed
20251030-4013,Digital,2024-09-16 19:09:15,Analyzed
20251030-4013,Document,2024-09-21 19:09:15,In Analysis
20251030-4013,Digital,2024-09-19 19:09:15,Analyzed
20251030-4015,Digital,2023-02-16 19:57:06,In Analysis
20251030-4015,Document,2023-02-23 19:57:06,In Analysis
20251030-4015,Physical,2023-02-18 19:57:06,Collected
20251030-4015,Digital,2023-02-15 19:57:06,Collected
20251030-4017,Physical,2023-04-29 03:16:17,Collected
20251030-4017,Photographic,2023-05-04 03:16:17,Collected
20251030-4017,Document,2023-04-27 03:16:17,Collected
20251030-4018,Photographic,2024-04-26 09:27:34,Analyzed
20251030-4018,Photographic,2024-04-24 09:27:34,In Analysis
20251030-4020,Document,2024-11-13 08:59:25,In Analysis
20251030-4020,Digital,2024-11-10 08:59:25,In Analysis
20251030-4022,Physical,2024-07-27 04:52:27,In Analysis
20251030-4022,Digital,2024-07-26 04:52:27,Collected
20251030-4024,Document,2023-06-03 23:40:17,In Analysis
20251030-4024,Document,2023-06-08 23:40:17,Analyzed
20251030-4027,Digital,2023-06-27 13:47:39,Collected
20251030-4030,Digital,2024-04-13 20:57:08,Analyzed
20251030-4030,Digital,2024-04-10 20:57:08,Analyzed
20251030-4035,Document,2023-05-22 10:13:11,In Analysis
20251030-4035,Photographic,2023-05-20 10:13:11,Collected
20251030-4035,Digital,2023-05-19 10:13:11,In Analysis
20251030-4035,Digital,2023-05-23 10:13:11,In Analysis
20251030-4036,Digital,2024-02-27 17:21:24,In Analysis
20251030-4036,Digital,2024-02-25 17:21:24,In Analysis
20251030-4036,Document,2024-02-22 17:21:24,In Analysis
20251030-4038,Digital,2023-11-08 15:12:58,Collected
20251030-4038,Document,2023-10-30 15:12:58,In Analysis
20251030-4038,Physical,2023-11-04 15:12:58,Analyzed
20251030-4038,Physical,2023-11-05 15:12:58,Analyzed
20251030-4044,Physical,2024-04-16 10:35:44,Collected
20251030-4044,Digital,2024-04-16 10:35:44,In Analysis
20251030-4045,Digital,2024-01-06 07:00:18,Analyzed
20251030-4045,Photographic,2024-01-04 07:00:18,Analyzed
20251030-4047,Document,2023-10-14 11:33:20,Collected
20251030-4047,Photographic,2023-10-12 11:33:20,Analyzed
20251030-4048,Digital,2023-05-31 20:49:22,In Analysis
20251030-4048,Digital,2023-05-30 20:49:22,Analyzed
20251030-4048,Physical,2023-05-25 20:49:22,Analyzed
20251030-4049,Physical,2023-12-08 16:55:52,In Analysis
20251030-4049,Physical,2023-12-14 16:55:52,In Analysis
20251030-4050,Physical,2023-10-14 23:56:06,Analyzed
20251030-4050,Physical,2023-10-09 23:56:06,Collected
20251030-4051,Document,2024-05-18 16:34:21,In Analysis
20251030-4051,Physical,2024-05-19 16:34:21,Collected
20251030-4051,Photographic,2024-05-11 16:34:21,Collected
20251030-4051,Document,2024-05-16 16:34:21,Collected
20251030-4054,Photographic,2024-07-04 18:58:54,Analyzed
20251030-4054,Document,2024-07-02 18:58:54,Analyzed
20251030-4055,Digital,2024-08-04 06:59:00,Collected
20251030-4055,Document,2024-07-28 06:59:00,Analyzed
20251030-4056,Digital,2024-10-12 17:55:05,Analyzed
20251030-4056,Physical,2024-10-16 17:55:05,Collected
20251030-4058,Physical,2023-03-05 20:45:42,Analyzed
20251030-4058,Photographic,2023-03-06 20:45:42,In Analysis
20251030-4058,Photographic,2023-02-27 20:45:42,Analyzed
20251030-4058,Photographic,2023-03-01 20:45:42,In Analysis
20251030-4059,Photographic,2023-07-12 15:02:25,In Analysis
20251030-4059,Photographic,2023-07-14 15:02:25,In Analysis
20251030-4059,Digital,2023-07-10 15:02:25,In Analysis
20251030-4059,Photographic,2023-07-06 15:02:25,Analyzed
20251030-4060,Physical,2024-06-05 19:45:50,Collected
20251030-4061,Document,2024-11-28 18:49:40,Analyzed
20251030-4061,Physical,2024-11-27 18:49:40,Collected
20251030-4061,Digital,2024-11-25 18:49:40,Analyzed
20251030-4061,Document,2024-11-27 18:49:40,Collected
20251030-4062,Document,2024-10-30 08:51:51,Collected
20251030-4062,Digital,2024-11-08 08:51:51,In Analysis
20251030-4062,Photographic,2024-11-07 08:51:51,Collected
20251030-4062,Photographic,2024-10-31 08:51:51,Analyzed
20251030-4063,Physical,2023-02-13 18:14:46,Collected
20251030-4064,Digital,2023-06-08 18:50:18,In Analysis
20251030-4064,Document,2023-06-05 18:50:18,Collected
20251030-4066,Document,2023-06-22 12:10:19,Analyzed
20251030-4066,Physical,2023-06-27 12:10:19,Collected
20251030-4067,Digital,2023-08-03 09:44:15,In Analysis
20251030-4067,Photographic,2023-08-08 09:44:15,Analyzed
20251030-4067,Digital,2023-08-10 09:44:15,Analyzed
20251030-4067,Digital,2023-08-03 09:44:15,Collected
20251030-4071,Photographic,2024-05-05 19:07:31,Analyzed
20251030-4071,Photographic,2024-04-30 19:07:31,Collected
20251030-4071,Physical,2024-05-03 19:07:31,Analyzed
20251030-4071,Document,2024-05-03 19:07:31,In Analysis
20251030-4074,Digital,2024-04-17 16:43:43,Collected
20251030-4075,Physical,2023-04-17 19:27:55,Collected
20251030-4075,Document,2023-04-17 19:27:55,Collected
20251030-4075,Digital,2023-04-12 19:27:55,Analyzed
20251030-4078,Digital,2024-01-12 07:07:23,Analyzed
20251030-4078,Physical,2024-01-07 07:07:23,Collected
20251030-4079,Digital,2024-11-06 23:31:43,Collected
20251030-4079,Document,2024-11-08 23:31:43,Analyzed
20251030-4079,Document,2024-11-09 23:31:43,Collected
20251030-4079,Document,2024-11-12 23:31:43,In Analysis
20251030-4080,Photographic,2023-11-02 19:18:08,Collected
20251030-4080,Document,2023-10-27 19:18:08,Analyzed
20251030-4081,Digital,2023-01-11 19:55:35,In Analysis
20251030-4082,Physical,2024-07-03 17:32:07,In Analysis
20251030-4082,Physical,2024-07-06 17:32:07,Collected
20251030-4082,Digital,2024-07-02 17:32:07,Analyzed
20251030-4084,Digital,2024-07-29 13:18:08,Collected
20251030-4084,Document,2024-08-04 13:18:08,In Analysis
20251030-4085,Physical,2023-07-24 21:32:04,Analyzed
20251030-4085,Photographic,2023-07-18 21:32:04,In Analysis
20251030-4085,Physical,2023-07-19 21:32:04,Collected
20251030-4086,Physical,2023-02-11 16:18:24,In Analysis
20251030-4094,Photographic,2024-04-03 17:02:48,Collected
20251030-4095,Photographic,2024-03-18 22:08:52,Analyzed
20251030-4095,Document,2024-03-22 22:08:52,In Analysis
20251030-4095,Physical,2024-03-18 22:08:52,Collected
20251030-4095,Photographic,2024-03-20 22:08:52,In Analysis
20251030-4097,Photographic,2024-11-02 21:07:49,Collected
20251030-4099,Document,2023-07-29 21:06:58,In Analysis
20251030-4099,Digital,2023-07-25 21:06:58,Analyzed
20251030-4100,Document,2024-05-15 17:25:45,In Analysis
20251030-4100,Photographic,2024-05-09 17:25:45,Analyzed
20251030-4101,Digital,2023-01-15 23:50:03,In Analysis
20251030-4101,Digital,2023-01-24 23:50:03,Collected
20251030-4101,Document,2023-01-16 23:50:03,Analyzed
20251030-4103,Digital,2023-10-18 15:47:10,Analyzed
20251030-4105,Physical,2024-01-02 05:58:45,Collected
20251030-4105,Document,2023-12-28 05:58:45,Collected
20251030-4105,Physical,2023-12-28 05:58:45,Collected
20251030-4105,Digital,2023-12-28 05:58:45,Analyzed
20251030-4107,Photographic,2024-11-03 05:37:18,In Analysis
20251030-4107,Photographic,2024-10-28 05:37:18,Analyzed
20251030-4107,Document,2024-11-05 05:37:18,Analyzed
20251030-4110,Document,2023-09-12 18:46:10,Analyzed
20251030-4110,Digital,2023-09-07 18:46:10,Analyzed
20251030-4111,Photographic,2024-11-06 17:57:26,Analyzed
20251030-4111,Photographic,2024-11-05 17:57:26,Analyzed
20251030-4113,Document,2024-10-05 09:23:54,Analyzed
20251030-4113,Physical,2024-10-08 09:23:54,Collected
20251030-4113,Document,2024-10-02 09:23:54,In Analysis
20251030-4117,Physical,2023-07-13 08:00:43,Collected
20251030-4117,Photographic,2023-07-14 08:00:43,Analyzed
20251030-4117,Photographic,2023-07-11 08:00:43,Analyzed
20251030-4118,Digital,2024-06-11 20:23:11,Collected
20251030-4122,Document,2024-04-17 17:10:16,Collected
20251030-4122,Document,2024-04-22 17:10:16,In Analysis
20251030-4124,Document,2024-11-28 13:07:47,Analyzed
20251030-4124,Physical,2024-11-28 13:07:47,In Analysis
20251030-4124,Physical,2024-12-02 13:07:47,Collected
20251030-4125,Physical,2024-12-04 18:55:05,Analyzed
20251030-4125,Document,2024-12-09 18:55:05,In Analysis
20251030-4125,Photographic,2024-12-12 18:55:05,Analyzed
20251030-4126,Digital,2024-03-18 21:06:34,In Analysis
20251030-4126,Document,2024-03-15 21:06:34,Collected
20251030-4126,Digital,2024-03-11 21:06:34,Collected
20251030-4128,Digital,2023-10-21 16:34:32,In Analysis
20251030-4128,Document,2023-10-22 16:34:32,In Analysis
20251030-4128,Photographic,2023-10-15 16:34:32,Analyzed
20251030-4130,Document,2024-05-13 12:45:52,In Analysis
20251030-4130,Photographic,2024-05-14 12:45:52,Collected
20251030-4130,Photographic,2024-05-13 12:45:52,Analyzed
20251030-4130,Digital,2024-05-16 12:45:52,Analyzed
20251030-4132,Physical,2024-07-01 10:11:29,In Analysis
20251030-4132,Photographic,2024-06-21 10:11:29,Analyzed
20251030-4133,Digital,2023-02-04 11:29:10,In Analysis
20251030-4133,Physical,2023-02-01 11:29:10,Analyzed
20251030-4133,Photographic,2023-02-04 11:29:10,Analyzed
20251030-4134,Digital,2024-07-16 20:46:33,Collected
20251030-4134,Digital,2024-07-15 20:46:33,In Analysis
20251030-4134,Physical,2024-07-07 20:46:33,In Analysis
20251030-4134,Document,2024-07-15 20:46:33,Analyzed
20251030-4136,Photographic,2023-08-21 17:02:43,Analyzed
20251030-4136,Document,2023-08-25 17:02:43,In Analysis
20251030-4137,Digital,2023-10-28 17:19:13,In Analysis
20251030-4141,Digital,2024-06-27 16:40:10,Analyzed
20251030-4141,Physical,2024-06-27 16:40:10,Collected
20251030-4141,Document,2024-06-29 16:40:10,In Analysis
20251030-4142,Digital,2024-03-23 12:47:42,In Analysis
20251030-4142,Physical,2024-03-25 12:47:42,In Analysis
20251030-4142,Photographic,2024-03-21 12:47:42,In Analysis
20251030-4144,Document,2024-07-25 11:25:07,Analyzed
20251030-4144,Physical,2024-07-21 11:25:07,Analyzed
20251030-4144,Photographic,2024-07-27 11:25:07,In Analysis
20251030-4144,Photographic,2024-07-17 11:25:07,Collected
20251030-4145,Document,2023-07-30 11:55:29,Collected
20251030-4146,Photographic,2023-04-11 21:02:05,Collected
20251030-4146,Digital,2023-04-09 21:02:05,Collected
20251030-4146,Physical,2023-04-18 21:02:05,Collected
20251030-4147,Document,2023-11-12 12:14:10,Analyzed
20251030-4147,Digital,2023-11-10 12:14:10,Collected
20251030-4148,Document,2024-08-02 08:14:25,Analyzed
20251030-4149,Photographic,2024-11-12 16:29:10,Collected
20251030-4149,Photographic,2024-11-16 16:29:10,Analyzed
20251030-4149,Photographic,2024-11-07 16:29:10,In Analysis
20251030-4150,Digital,2023-09-26 23:08:04,In Analysis
20251030-4150,Digital,2023-09-26 23:08:04,In Analysis
20251030-4150,Digital,2023-09-23 23:08:04,In Analysis
20251030-4150,Document,2023-09-30 23:08:04,Collected
20251030-4151,Photographic,2023-04-03 08:54:07,Collected
20251030-4152,Document,2024-05-03 08:56:48,Analyzed
20251030-4152,Digital,2024-05-09 08:56:48,Collected
20251030-4152,Photographic,2024-05-10 08:56:48,Collected
20251030-4152,Digital,2024-04-30 08:56:48,In Analysis
20251030-4153,Document,2023-03-23 07:50:12,Analyzed
20251030-4153,Physical,2023-03-28 07:50:12,Collected
20251030-4153,Photographic,2023-03-30 07:50:12,In Analysis
20251030-4154,Digital,2023-02-16 21:31:12,Analyzed
20251030-4154,Document,2023-02-18 21:31:12,Collected
20251030-4156,Document,2023-01-26 06:56:03,In Analysis
20251030-4158,Digital,2024-12-25 07:51:40,Collected
20251030-4158,Document,2024-12-20 07:51:40,Collected
20251030-4158,Document,2024-12-24 07:51:40,Collected
20251030-4158,Digital,2024-12-23 07:51:40,Analyzed
20251030-4162,Photographic,2023-01-22 16:56:16,In Analysis
20251030-4162,Physical,2023-01-30 16:56:16,Collected
20251030-4162,Photographic,2023-01-24 16:56:16,Collected
20251030-4163,Photographic,2024-07-20 20:25:30,Collected
20251030-4163,Physical,2024-07-11 20:25:30,Analyzed
20251030-4163,Photographic,2024-07-21 20:25:30,In Analysis
20251030-4165,Physical,2024-11-04 11:37:37,Collected
20251030-4165,Document,2024-10-31 11:37:37,Analyzed
20251030-4165,Physical,2024-11-03 11:37:37,In Analysis
20251030-4165,Physical,2024-11-06 11:37:37,In Analysis
20251030-4170,Digital,2023-06-04 08:56:11,Analyzed
20251030-4170,Photographic,2023-06-01 08:56:11,Collected
20251030-4171,Digital,2025-01-06 21:44:35,In Analysis
20251030-4171,Photographic,2024-12-31 21:44:35,Analyzed
20251030-4171,Document,2025-01-03 21:44:35,In Analysis
20251030-4171,Digital,2025-01-02 21:44:35,Collected
20251030-4178,Photographic,2023-12-21 19:02:33,Collected
20251030-4179,Digital,2023-04-21 19:47:02,In Analysis
20251030-4179,Digital,2023-04-19 19:47:02,Collected
20251030-4180,Digital,2023-07-14 21:08:37,Collected
20251030-4182,Physical,2024-04-18 07:06:46,Collected
20251030-4182,Photographic,2024-04-23 07:06:46,Collected
20251030-4182,Document,2024-04-27 07:06:46,Collected
20251030-4184,Document,2024-09-05 18:36:55,Analyzed
20251030-4184,Digital,2024-09-05 18:36:55,Collected
20251030-4184,Document,2024-08-30 18:36:55,Collected
20251030-4184,Digital,2024-09-03 18:36:55,Collected
20251030-4190,Photographic,2024-03-27 03:02:17,In Analysis
20251030-4191,Physical,2023-07-28 02:20:40,In Analysis
20251030-4192,Physical,2023-09-04 15:48:57,Analyzed
20251030-4192,Physical,2023-08-28 15:48:57,Analyzed
20251030-4193,Physical,2024-09-24 08:16:29,Analyzed
20251030-4193,Photographic,2024-09-24 08:16:29,Analyzed
20251030-4195,Photographic,2023-09-08 17:16:09,Collected
20251030-4195,Physical,2023-09-04 17:16:09,Analyzed
20251030-4196,Digital,2023-02-05 17:54:53,In Analysis
20251030-4197,Document,2023-06-02 14:10:12,Collected
20251030-4198,Photographic,2024-05-18 20:23:38,Analyzed
20251030-4200,Physical,2023-04-10 06:27:46,In Analysis
20251030-4200,Document,2023-04-11 06:27:46,Analyzed
20251030-4200,Document,2023-04-12 06:27:46,In Analysis
20251030-4201,Document,2023-08-15 11:02:17,Analyzed
20251030-4201,Digital,2023-08-12 11:02:17,Analyzed
20251030-4201,Document,2023-08-10 11:02:17,Analyzed
20251030-4202,Document,2023-04-14 17:43:05,Analyzed
20251030-4202,Document,2023-04-16 17:43:05,In Analysis
20251030-4202,Physical,2023-04-08 17:43:05,Analyzed
20251030-4202,Document,2023-04-11 17:43:05,In Analysis
20251030-4203,Document,2024-11-17 23:07:17,Collected
20251030-4203,Document,2024-11-15 23:07:17,Collected
20251030-4203,Digital,2024-11-13 23:07:17,In Analysis
20251030-4204,Photographic,2024-01-06 20:07:32,Analyzed
20251030-4204,Digital,2023-12-30 20:07:32,Collected
20251030-4204,Photographic,2024-01-05 20:07:32,In Analysis
20251030-4205,Photographic,2023-06-14 23:18:36,Collected
20251030-4205,Digital,2023-06-14 23:18:36,Analyzed
20251030-4205,Document,2023-06-17 23:18:36,In Analysis
20251030-4206,Photographic,2023-07-09 10:21:56,In Analysis
20251030-4206,Digital,2023-07-06 10:21:56,Collected
20251030-4206,Document,2023-07-07 10:21:56,In Analysis
20251030-4206,Physical,2023-07-07 10:21:56,Analyzed
20251030-4213,Digital,2024-08-30 16:28:04,In Analysis
20251030-4213,Document,2024-08-31 16:28:04,Collected
20251030-4213,Photographic,2024-09-05 16:28:04,In Analysis
20251030-4213,Physical,2024-08-31 16:28:04,In Analysis
20251030-4215,Digital,2023-01-15 19:42:38,In Analysis
20251030-4215,Document,2023-01-12 19:42:38,In Analysis
20251030-4215,Physical,2023-01-19 19:42:38,Analyzed
20251030-4216,Document,2024-09-23 21:32:34,Collected
20251030-4216,Photographic,2024-09-19 21:32:34,Collected
20251030-4222,Document,2023-04-24 12:06:39,Collected
20251030-4222,Physical,2023-04-25 12:06:39,Analyzed
20251030-4222,Photographic,2023-04-27 12:06:39,Analyzed
20251030-4222,Document,2023-04-25 12:06:39,Analyzed
20251030-4223,Digital,2024-07-01 17:18:27,Collected
20251030-4223,Document,2024-07-06 17:18:27,Collected
20251030-4228,Document,2023-12-08 16:12:40,In Analysis
20251030-4228,Photographic,2023-12-05 16:12:40,Collected
20251030-4229,Physical,2023-11-16 11:45:54,In Analysis
20251030-4229,Digital,2023-11-20 11:45:54,Analyzed
20251030-4229,Physical,2023-11-19 11:45:54,Collected
20251030-4229,Photographic,2023-11-18 11:45:54,Collected
20251030-4232,Document,2024-05-28 16:24:37,Analyzed
20251030-4232,Photographic,2024-05-18 16:24:37,Analyzed
20251030-4232,Physical,2024-05-19 16:24:37,Analyzed
20251030-4232,Photographic,2024-05-27 16:24:37,Collected
20251030-4234,Document,2023-10-27 19:43:55,Collected
20251030-4234,Document,2023-11-01 19:43:55,In Analysis
20251030-4234,Photographic,2023-11-03 19:43:55,Collected
20251030-4237,Document,2023-04-17 00:39:51,Collected
20251030-4237,Digital,2023-04-20 00:39:51,In Analysis
20251030-4237,Photographic,2023-04-17 00:39:51,In Analysis
20251030-4240,Digital,2024-05-25 16:24:02,Analyzed
20251030-4240,Physical,2024-05-15 16:24:02,In Analysis
20251030-4240,Document,2024-05-17 16:24:02,Analyzed
20251030-4240,Photographic,2024-05-20 16:24:02,In Analysis
20251030-4241,Photographic,2024-08-20 17:30:01,Collected
20251030-4241,Photographic,2024-08-22 17:30:01,Collected
20251030-4243,Digital,2023-03-27 18:50:27,Collected
20251030-4243,Physical,2023-03-27 18:50:27,Analyzed
20251030-4244,Photographic,2024-08-08 19:16:41,In Analysis
20251030-4244,Document,2024-07-29 19:16:41,Collected
20251030-4245,Physical,2023-06-10 21:22:11,Collected
20251030-4245,Digital,2023-06-06 21:22:11,In Analysis
20251030-4245,Document,2023-06-07 21:22:11,Analyzed
20251030-4245,Digital,2023-06-16 21:22:11,Analyzed
20251030-4249,Physical,2024-02-18 07:09:50,In Analysis
20251030-4249,Digital,2024-02-12 07:09:50,In Analysis
20251030-4249,Photographic,2024-02-15 07:09:50,Analyzed
20251030-4249,Physical,2024-02-16 07:09:50,Analyzed
20251030-4250,Document,2023-06-05 19:42:38,In Analysis
20251030-4250,Physical,2023-06-04 19:42:38,In Analysis
20251030-4253,Document,2023-02-11 08:09:13,Collected
20251030-4253,Digital,2023-02-10 08:09:13,In Analysis
20251030-4253,Document,2023-02-18 08:09:13,Analyzed
20251030-4254,Document,2024-06-08 15:28:42,Collected
20251030-4254,Document,2024-06-07 15:28:42,Analyzed
20251030-4254,Photographic,2024-06-13 15:28:42,Collected
20251030-4254,Digital,2024-06-15 15:28:42,Analyzed
20251030-4255,Document,2023-02-22 19:11:30,Analyzed
20251030-4255,Digital,2023-02-12 19:11:30,Analyzed
20251030-4255,Physical,2023-02-18 19:11:30,In Analysis
20251030-4255,Physical,2023-02-15 19:11:30,Collected
20251030-4256,Digital,2023-05-24 16:07:26,Collected
20251030-4256,Photographic,2023-05-23 16:07:26,Collected
20251030-4256,Digital,2023-05-19 16:07:26,In Analysis
20251030-4256,Digital,2023-05-19 16:07:26,In Analysis
20251030-4258,Digital,2024-08-09 06:42:24,Analyzed
20251030-4258,Digital,2024-08-13 06:42:24,Collected
20251030-4258,Physical,2024-08-12 06:42:24,Analyzed
20251030-4259,Photographic,2023-06-26 19:38:25,Collected
20251030-4259,Digital,2023-06-23 19:38:25,In Analysis
20251030-4259,Photographic,2023-06-25 19:38:25,Collected
20251030-4259,Digital,2023-06-23 19:38:25,In Analysis
20251030-4260,Digital,2023-08-18 12:18:52,Collected
20251030-4260,Digital,2023-08-23 12:18:52,Analyzed
20251030-4260,Document,2023-08-23 12:18:52,In Analysis
20251030-4261,Photographic,2023-11-18 08:38:38,Analyzed
20251030-4261,Document,2023-11-27 08:38:38,Collected
20251030-4261,Document,2023-11-25 08:38:38,Analyzed
20251030-4261,Document,2023-11-22 08:38:38,In Analysis
20251030-4262,Physical,2023-12-30 10:11:39,Analyzed
20251030-4262,Photographic,2024-01-02 10:11:39,In Analysis
20251030-4262,Digital,2023-12-25 10:11:39,Collected
20251030-4262,Document,2024-01-04 10:11:39,Collected
20251030-4263,Digital,2023-06-14 16:27:32,In Analysis
20251030-4263,Document,2023-06-07 16:27:32,Analyzed
20251030-4263,Document,2023-06-15 16:27:32,In Analysis
20251030-4263,Physical,2023-06-14 16:27:32,Collected
20251030-4264,Document,2024-07-21 19:05:47,Analyzed
20251030-4265,Photographic,2023-07-24 18:47:44,Collected
20251030-4265,Document,2023-07-22 18:47:44,Collected
20251030-4265,Document,2023-07-16 18:47:44,In Analysis
20251030-4265,Digital,2023-07-20 18:47:44,In Analysis
20251030-4266,Document,2023-09-27 11:03:42,Analyzed
20251030-4267,Digital,2023-05-14 03:51:45,In Analysis
20251030-4267,Document,2023-05-17 03:51:45,In Analysis
20251030-4267,Digital,2023-05-14 03:51:45,In Analysis
20251030-4267,Physical,2023-05-20 03:51:45,Collected
20251030-4268,Physical,2023-11-17 06:39:14,Analyzed
20251030-4270,Document,2023-09-07 12:07:48,Analyzed
20251030-4271,Document,2024-05-28 05:21:54,Analyzed
20251030-4272,Digital,2023-04-03 16:27:00,Collected
20251030-4272,Physical,2023-04-03 16:27:00,In Analysis
20251030-4272,Photographic,2023-03-28 16:27:00,Collected
20251030-4275,Photographic,2024-06-12 18:32:23,Collected
20251030-4279,Document,2023-05-13 20:40:48,Analyzed
20251030-4281,Digital,2023-09-01 19:40:35,Analyzed
20251030-4282,Photographic,2024-05-06 10:15:09,In Analysis
20251030-4282,Document,2024-05-11 10:15:09,Analyzed
20251030-4282,Document,2024-05-03 10:15:09,Analyzed
20251030-4285,Document,2023-07-22 08:57:57,In Analysis
20251030-4286,Document,2023-04-13 03:19:35,In Analysis
20251030-4287,Document,2024-10-13 20:20:15,In Analysis
20251030-4287,Digital,2024-10-21 20:20:15,In Analysis
20251030-4287,Document,2024-10-16 20:20:15,Analyzed
20251030-4289,Digital,2023-01-22 08:44:38,Analyzed
20251030-4289,Document,2023-01-21 08:44:38,Analyzed
20251030-4289,Document,2023-01-20 08:44:38,Analyzed
20251030-4289,Photographic,2023-01-24 08:44:38,In Analysis
20251030-4290,Photographic,2024-11-18 01:10:28,Collected
20251030-4290,Digital,2024-11-24 01:10:28,In Analysis
20251030-4290,Document,2024-11-22 01:10:28,Collected
20251030-4291,Photographic,2024-12-25 14:09:14,In Analysis
20251030-4291,Document,2024-12-23 14:09:14,Collected
20251030-4294,Digital,2023-07-25 02:40:29,In Analysis
20251030-4294,Digital,2023-07-20 02:40:29,Analyzed
20251030-4294,Digital,2023-07-26 02:40:29,Collected
20251030-4294,Physical,2023-07-26 02:40:29,Collected
20251030-4296,Photographic,2023-02-27 14:04:29,In Analysis
20251030-4299,Physical,2024-10-29 18:42:24,Analyzed
20251030-4299,Document,2024-10-29 18:42:24,Analyzed
20251030-4302,Document,2023-04-05 15:47:21,Analyzed
20251030-4302,Document,2023-04-10 15:47:21,In Analysis
20251030-4302,Photographic,2023-04-07 15:47:21,Collected
20251030-4303,Photographic,2024-03-07 18:40:17,In Analysis
20251030-4303,Digital,2024-03-11 18:40:17,Collected
20251030-4303,Digital,2024-03-11 18:40:17,Analyzed
20251030-4303,Physical,2024-03-17 18:40:17,Analyzed
20251030-4305,Digital,2024-02-04 12:48:24,Analyzed
20251030-4305,Photographic,2024-01-29 12:48:24,Analyzed
20251030-4307,Document,2023-01-21 06:25:22,In Analysis
20251030-4308,Document,2024-09-27 18:55:30,Collected
20251030-4308,Physical,2024-09-20 18:55:30,Analyzed
20251030-4308,Digital,2024-09-20 18:55:30,Collected
20251030-4310,Physical,2023-11-28 22:54:22,Analyzed
20251030-4310,Photographic,2023-12-07 22:54:22,In Analysis
20251030-4310,Photographic,2023-12-01 22:54:22,Collected
20251030-4310,Digital,2023-12-01 22:54:22,Collected
20251030-4315,Physical,2023-01-11 14:50:35,In Analysis
20251030-4315,Digital,2023-01-10 14:50:35,Collected
20251030-4315,Digital,2023-01-16 14:50:35,Analyzed
20251030-4315,Photographic,2023-01-17 14:50:35,Analyzed
20251030-4319,Digital,2024-10-20 17:56:10,Collected
20251030-4319,Document,2024-10-18 17:56:10,In Analysis
20251030-4321,Digital,2023-03-17 04:47:21,In Analysis
20251030-4321,Document,2023-03-20 04:47:21,In Analysis
20251030-4323,Physical,2023-06-03 14:55:30,In Analysis
20251030-4323,Photographic,2023-05-26 14:55:30,In Analysis
20251030-4325,Physical,2024-07-06 21:20:40,Analyzed
20251030-4326,Document,2023-08-20 18:04:41,In Analysis
20251030-4326,Photographic,2023-08-19 18:04:41,Collected
20251030-4326,Photographic,2023-08-21 18:04:41,In Analysis
20251030-4330,Digital,2024-03-30 20:09:51,Collected
20251030-4331,Document,2024-08-15 04:37:38,Collected
20251030-4331,Photographic,2024-08-16 04:37:38,Collected
20251030-4332,Photographic,2024-12-03 10:00:53,Analyzed
20251030-4334,Document,2023-08-12 16:30:06,In Analysis
20251030-4334,Physical,2023-08-14 16:30:06,In Analysis
20251030-4334,Physical,2023-08-12 16:30:06,Analyzed
